Date,User,Message
2020-09-08 16:47:38,"지윤","너무 까지밖에 모르게따"
2020-09-08 16:48:09,"0414 불돗개 🐕","갑질 변형기출 너무나도 다양해서"
2020-09-08 16:48:11,"0414 불돗개 🐕","매일매일이 새로워"
2020-09-08 16:48:20,"0414 불돗개 🐕","메일 몇자가 뭐그리 어려워서 저걸 찍어서 주는지"
2020-09-08 16:48:32,"0414 불돗개 🐕","게다가 찍을거면 아예 저거 안보이게 하든지"
2020-09-08 16:48:40,"0414 불돗개 🐕","일부러 저러는건지 참 노이해"
2020-09-08 16:48:54,"Mormon Buddhist 🧎🏻‍♀","어휴 진짜 가지가지..."
2020-09-08 16:58:46,"1021 애플하수인📲","ㅋㅋㅋㅋㅋ"
2020-09-08 16:58:50,"1021 애플하수인📲","알아맞춰보세요;"
2020-09-08 17:06:23,"0414 불돗개 🐕","사진"
2020-09-08 17:06:27,"0414 불돗개 🐕","이새낀 왜그러는걸까"
2020-09-08 17:09:41,"1021 애플하수인📲","사진"
2020-09-08 17:09:55,"0414 불돗개 🐕","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ정연티콘이네"
2020-09-08 17:12:12,"1021 애플하수인📲","사진"
2020-09-08 17:16:28,"0414 불돗개 🐕","이모티콘"
2020-09-08 17:16:36,"0414 불돗개 🐕","호의가 계속되면 안되겠어"
2020-09-08 17:16:44,"0414 불돗개 🐕","그냥 디폴트가 싸가지 없는 사람인게 나은듯"
2020-09-08 17:16:49,"Mormon Buddhist 🧎🏻‍♀","이모티콘"
2020-09-08 17:52:39,"0414 불돗개 🐕","ㅋㅋㅋㅋㅋㅋ"
2020-09-08 17:52:44,"0414 불돗개 🐕","다들 저녁메뉴는 무엇이신지요"
2020-09-08 17:54:21,"1021 애플하수인📲","저는 집반찬.. 허헣"
2020-09-08 17:55:19,"Mormon Buddhist 🧎🏻‍♀","저는 집에서 만든 닭갈비요 후후"
2020-09-08 17:58:11,"0414 불돗개 🐕","직접 맹그셨나요?!"
2020-09-08 17:59:15,"Mormon Buddhist 🧎🏻‍♀","사진 3장"
2020-09-08 17:59:16,"Mormon Buddhist 🧎🏻‍♀","요즘 집밥 김선생 찍고있어요"
2020-09-08 17:59:23,"Mormon Buddhist 🧎🏻‍♀","순대랑 깻잎 고구마 양배추 잔뜩 넣고"
2020-09-08 17:59:34,"Mormon Buddhist 🧎🏻‍♀","거하게 만들어봤어요"
2020-09-08 18:08:17,"0414 불돗개 🐕","이야아아"
2020-09-08 18:08:23,"0414 불돗개 🐕","순대까지 넣었네ㅔ"
2020-09-08 18:08:23,"0414 불돗개 🐕","이모티콘"
2020-09-10 16:06:56,"0414 불돗개 🐕","사진"
2020-09-10 16:08:45,"Mormon Buddhist 🧎🏻‍♀","무족권 3."
2020-09-10 16:11:40,"1021 애플하수인📲","1. 엽떡 잘 안먹음 / 2. 뿌링클 소스 요거트 ㅡㅡ / 3. 아…. 자격미달인데 / 4. 피자먹을때 물만 있어도 됨 / 5. 감자탕 안좋아함 / 6. 맛있는 돈까스는 원래 소스 없이 먹는 것 / 7. 막국수 오이 ㅡㅡ"
2020-09-10 16:11:42,"1021 애플하수인📲","무조건 3번"
2020-09-10 16:18:40,"0414 불돗개 🐕","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-10 16:18:43,"0414 불돗개 🐕","이유가 합당하네"
2020-09-10 16:21:05,"1021 애플하수인📲","ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-10 16:37:09,"Mormon Buddhist 🧎🏻‍♀","청년다방..."
2020-09-10 16:37:11,"Mormon Buddhist 🧎🏻‍♀","눈물나네요..."
2020-09-10 16:37:17,"Mormon Buddhist 🧎🏻‍♀","지윤이 생일때 먹고 안먹음......"
2020-09-10 16:37:20,"Mormon Buddhist 🧎🏻‍♀","ㅠㅠ"
2020-09-10 16:39:54,"1021 애플하수인📲","하"
2020-09-10 16:39:56,"1021 애플하수인📲","wjendh"
2020-09-10 16:39:58,"1021 애플하수인📲","저두요.."
2020-09-10 16:43:04,"0414 불돗개 🐕","저두요...."
2020-09-10 16:43:10,"0414 불돗개 🐕","청다에이드 한잔에"
2020-09-10 16:43:16,"0414 불돗개 🐕","감튀먹으며 떡볶이를 기다리는 상상"
2020-09-10 16:48:24,"1021 애플하수인📲","저거 소스가 존맡ㅇ인디"
2020-09-10 17:13:08,"0901 개불","4번"
2020-09-10 17:13:13,"0901 개불","청다 낙성대에 생김"
2020-09-10 17:13:34,"Mormon Buddhist 🧎🏻‍♀","떡세권이네..."
2020-09-10 17:13:37,"Mormon Buddhist 🧎🏻‍♀","역시 좋은동네..."
2020-09-10 17:13:57,"0901 개불","근데 떡 안좋아해서 자주안감ㅋㅋ"
2020-09-10 17:15:34,"1021 애플하수인📲","청다도 오뎅으로 떡을 바꿔달라!"
2020-09-10 17:16:56,"0901 개불","6번 개인정"
2020-09-10 17:17:19,"0901 개불","슈니첼 레몬만 뿌려먹었는데"
2020-09-10 17:17:22,"0901 개불","울면서먹음"
2020-09-10 17:17:41,"0901 개불","일본식돈까스는 진짜 맛있는거 소금찍어먹음 난"
2020-09-10 17:22:51,"0414 불돗개 🐕","ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-10 17:22:55,"0414 불돗개 🐕","아 배고프다 먹는얘기하니까"
2020-09-10 17:22:59,"0414 불돗개 🐕","내잘못이궁"
2020-09-10 17:23:04,"1021 애플하수인📲","돼지고기도 최상급은"
2020-09-10 17:23:13,"1021 애플하수인📲","살짝 익혀서만 먹어도되는데 그걸로 돈까스 만든건"
2020-09-10 17:23:19,"1021 애플하수인📲","소스 안찍거아 소금만 살짝"
2020-09-10 17:23:20,"1021 애플하수인📲","하"
2020-09-10 17:23:21,"1021 애플하수인📲","개배고프다.."
2020-09-10 17:24:29,"0414 불돗개 🐕","퇴근 1시간반남음...."
2020-09-10 17:36:45,"0901 개불","샵검색: #합정 크레이지 카츠"
2020-09-10 17:36:51,"0901 개불","여기 내 인생돈까스집"
2020-09-10 17:36:53,"0901 개불","가보셈"
2020-09-10 17:40:31,"0414 불돗개 🐕","여기 정돈보다 맛나?"
2020-09-10 17:41:32,"1021 애플하수인📲","아 여기 얼지"
2020-09-10 17:41:33,"1021 애플하수인📲","알지"
2020-09-10 17:41:39,"1021 애플하수인📲","카츠샌드도 맛있음"
2020-09-10 17:41:42,"1021 애플하수인📲","여기꺼"
2020-09-10 17:42:07,"1021 애플하수인📲","사진"
2020-09-10 17:42:25,"0901 개불","내가 정돈을 안가봄ㅠ"
2020-09-10 17:42:57,"Mormon Buddhist 🧎🏻‍♀","외식 못한지 3주는 된듯...."
2020-09-10 17:43:13,"Mormon Buddhist 🧎🏻‍♀","ㅠ"
2020-09-10 17:55:55,"0414 불돗개 🐕","그런의미에서 다들 금일 저녁메뉴 공개해주세요"
2020-09-10 17:57:48,"Mormon Buddhist 🧎🏻‍♀","전 곱창이 너무 먹고싶은데"
2020-09-10 17:57:55,"Mormon Buddhist 🧎🏻‍♀","거리두기 단계 좀 더 낮아지면 가려구요......."
2020-09-10 17:57:56,"Mormon Buddhist 🧎🏻‍♀","ㅜㅜ"
2020-09-10 17:58:07,"Mormon Buddhist 🧎🏻‍♀","오늘은 수업 끝나고 그냥 집밥 먹을 예정...."
2020-09-10 17:58:18,"Mormon Buddhist 🧎🏻‍♀","닭발에 계란찜 매운족발 이런게 먹고싶네요 요즘은..."
2020-09-10 17:59:06,"0901 개불","집가는길에 시장들러서 뭐라도 사갈까 생각중"
2020-09-10 18:01:33,"0414 불돗개 🐕","아 맛있겠다 메뉴만 들어도..."
2020-09-10 18:01:44,"0414 불돗개 🐕","타락한 헬창 유튜브 봤어 다들?"
2020-09-10 18:01:55,"0414 불돗개 🐕","코로나때문에 헬스장 닫아서 유튜브로 먹는거 보여주는데"
2020-09-10 18:02:01,"0414 불돗개 🐕","너무 웃겨 ㅋㅋㅋㅋㅋ"
2020-09-10 18:02:12,"0414 불돗개 🐕","치즈볼 먹어보면서 아 이래서 다이어트를 못하는거구나 깨닫고 ㅋㅋㅋ"
2020-09-10 18:02:16,"0901 개불","들어만봄"
2020-09-10 18:02:24,"0901 개불","운동할때보다 사람들이 더 많이 본다고.."
2020-09-10 18:02:44,"Mormon Buddhist 🧎🏻‍♀","난 그사람 유투브 보면서 실제로 운동 몇번 했었는데"
2020-09-10 18:02:53,"Mormon Buddhist 🧎🏻‍♀","치즈볼 사정없이 먹으면서 행복해하는 모습보니"
2020-09-10 18:02:58,"Mormon Buddhist 🧎🏻‍♀","아 저사람도 결국 인간이었구나....."
2020-09-10 18:03:02,"Mormon Buddhist 🧎🏻‍♀","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-10 18:03:17,"Mormon Buddhist 🧎🏻‍♀","그 분 폼롤러랑 지압 시리즈 완전 짱 시원하고 소리가 절로 나와...."
2020-09-10 18:06:28,"1021 애플하수인📲","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-10 18:08:43,"0414 불돗개 🐕","ㅋㅋㅋㅋㅋㅋㅋ"
2020-09-10 18:08:51,"0414 불돗개 🐕","퇴근하면 집가서 밥먹고 러닝이나할까봐"
2020-09-10 18:13:50,"Mormon Buddhist 🧎🏻‍♀","그 분 어제는 마카롱 먹던데"
2020-09-10 18:13:53,"Mormon Buddhist 🧎🏻‍♀","표정은 이미"
2020-09-10 18:13:56,"Mormon Buddhist 🧎🏻‍♀","천국에 가있음"
2020-09-10 18:13:57,"Mormon Buddhist 🧎🏻‍♀","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-10 18:23:56,"0414 불돗개 🐕","https://www.vible.co/ko"
2020-09-10 18:24:02,"0414 불돗개 🐕","와 이거 플랫폼 만든사람 머리 좋다"
2020-09-10 18:24:41,"Mormon Buddhist 🧎🏻‍♀","사진"
2020-09-10 18:24:47,"Mormon Buddhist 🧎🏻‍♀","ㅡ크롤 내리다가"
2020-09-10 18:24:49,"Mormon Buddhist 🧎🏻‍♀","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-10 18:24:52,"Mormon Buddhist 🧎🏻‍♀","역시"
2020-09-10 18:24:56,"Mormon Buddhist 🧎🏻‍♀","멘트부터"
2020-09-10 18:24:57,"Mormon Buddhist 🧎🏻‍♀","남달라"
2020-09-10 18:24:58,"0414 불돗개 🐕","유명한 사람 다 갖다놨어"
2020-09-10 18:24:59,"0414 불돗개 🐕","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-10 18:25:29,"Mormon Buddhist 🧎🏻‍♀","약간 클래스 101 유명인사 버전"
2020-09-10 19:15:38,"1021 애플하수인📲","유노윤홐ㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-11 20:16:47,"0414 불돗개 🐕","@0901 개불 형 내일 점심에 낙성대에 있어?"
2020-09-11 20:16:57,"0414 불돗개 🐕","나 서울대입구역에 당근거래하러 가는데"
2020-09-11 20:17:12,"0414 불돗개 🐕","우리 한달뒤 만나기 전 선물 미리 갖다줄까해서!"
2020-09-11 20:17:24,"0414 불돗개 🐕","만나는날 줘도 상관 없는데 놀때 편하려면!"
2020-09-11 20:21:48,"0901 개불","저 내일 부재중ㅠ"
2020-09-11 20:30:47,"0414 불돗개 🐕","ㅇㅋ ㅜ"
2020-09-11 20:30:52,"0414 불돗개 🐕","나 태블릿 거래해"
2020-09-11 20:30:57,"0414 불돗개 🐕","이히히히히"
2020-09-11 20:30:59,"0414 불돗개 🐕","이모티콘"
2020-09-11 20:31:37,"0901 개불","오"
2020-09-11 20:31:42,"0901 개불","사는건가여"
2020-09-11 20:35:51,"0414 불돗개 🐕","넵넵"
2020-09-11 20:36:02,"0414 불돗개 🐕","샵검색: #서피스 고2"
2020-09-11 20:36:17,"0414 불돗개 🐕","요거 사러갑니자"
2020-09-11 20:36:25,"0414 불돗개 🐕","태블릿인데 윈도우도는거!"
2020-09-11 20:38:20,"1021 애플하수인📲","흠"
2020-09-11 20:38:24,"1021 애플하수인📲","이미 구매해버린거야?"
2020-09-11 20:41:18,"0414 불돗개 🐕","ㄴㄴ"
2020-09-11 20:41:23,"0414 불돗개 🐕","내일 물건 보고 거래"
2020-09-11 20:41:41,"0414 불돗개 🐕","아이패드로 업무 못할듯"
2020-09-11 20:41:46,"1021 애플하수인📲","저것도 사실"
2020-09-11 20:41:51,"1021 애플하수인📲","별반 다르지않아서..."
2020-09-11 20:41:56,"1021 애플하수인📲","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-11 20:42:03,"0414 불돗개 🐕","쟤는 대신 액티브x 되자나 ㅋㅋㅋㅋ"
2020-09-11 20:42:51,"0414 불돗개 🐕","파이썬이랑 GA 할 용도라"
2020-09-11 20:42:53,"1021 애플하수인📲","근데 저거 음.."
2020-09-11 20:42:55,"0414 불돗개 🐕","아이패드로는 못함 ㅠ"
2020-09-11 20:43:01,"1021 애플하수인📲","저거 써본 사람이 주변에 있긴해서"
2020-09-11 20:43:07,"1021 애플하수인📲","사놓고 노트북 들고다니는거 보면"
2020-09-11 20:43:44,"1021 애플하수인📲","윈도우가 좀 무겁게 돌아간다고하더라고"
2020-09-11 20:43:46,"0414 불돗개 🐕","쓰는 프로그램에 따라 다르지 않을까??"
2020-09-11 20:43:57,"0414 불돗개 🐕","어차피 그건 저 성능에 기대 안할듯.."
2020-09-11 20:44:06,"0414 불돗개 🐕","그리고 지금 내 상황이"
2020-09-11 20:44:16,"0414 불돗개 🐕","노트북을 따로 들고 다닐수가 없어서 저거 사는거 ㅇㅇ"
2020-09-11 20:44:26,"0414 불돗개 🐕","아빠가 노트북 쓰고있는데 뺏을수가 없다고 한다,,"
2020-09-11 20:45:02,"0414 불돗개 🐕","그림그릴것 아니어서 세심한 터치 필요 없기도 하고!"
2020-09-11 20:45:33,"1021 애플하수인📲","ㅇㅎ 그럼뭐 저거 사는게 최선이긴하지"
2020-09-11 20:45:36,"0414 불돗개 🐕","딱 30만원짜리 가벼운 윈도우10 인터넷 사용용으로 보면 될듯"
2020-09-11 20:45:42,"0414 불돗개 🐕","웅 그래서 중고로 사려고 ㅋㅋㅋㅋ"
2020-09-11 20:45:48,"1021 애플하수인📲","태블릿은 아이패드가 국룰이긴한데"
2020-09-11 20:45:56,"1021 애플하수인📲","윈도우 기능이 필요한거면"
2020-09-11 20:46:02,"1021 애플하수인📲","눈물을 머금고 현실과 타협해야지"
2020-09-11 20:46:17,"0414 불돗개 🐕","이모티콘"
2020-09-11 20:46:25,"0414 불돗개 🐕","아이패드 하나 살 돈으로"
2020-09-11 20:46:29,"0414 불돗개 🐕","걍 어쩔수없이 저거랑"
2020-09-11 20:46:33,"0414 불돗개 🐕","애플워치나 사려구 ㅋㅋㅋㅋ"
2020-09-11 20:48:55,"1021 애플하수인📲","합리적 소비다"
2020-09-11 20:48:56,"1021 애플하수인📲","ㅇㅈ"
2020-09-11 22:12:06,"0901 개불","https://m.blog.naver.com/cjwlckdwh77/222086507889"
2020-09-11 22:12:34,"0414 불돗개 🐕","오빠 고양이키우네"
2020-09-11 22:15:05,"0901 개불","설정 기발하네 진짜ㅋㅋ"
2020-09-11 22:50:34,"0414 불돗개 🐕","춘식이라는 고양이 유명한애 있는데"
2020-09-11 22:51:27,"0414 불돗개 🐕","사진"
2020-09-11 22:55:29,"지윤","어웈 귀여워"
2020-09-11 23:06:20,"1021 애플하수인📲","와"
2020-09-11 23:06:22,"1021 애플하수인📲","고양이도 나오네"
2020-09-13 18:12:16,"1021 애플하수인📲","디즈니"
2020-09-13 18:12:25,"1021 애플하수인📲","미국 의회한테 개털리고있네"
2020-09-13 18:12:42,"1021 애플하수인📲","미국 의회가 뮬란 실사화 영화의 위구르 탄압 정당화 논란과 관련하여 공식적인 답변을 요구한 서신. 
--
 
1. 월트 디즈니사는 신장위구르자치구에서 뮬란 촬영 중 중국 및 중국공산당 관리와 관련된 기타 협력뿐 아니라, 신장위구르자치구위원회선전부 및 투루판시공안국과 협력한 내용을 자세히 설명하십시오.
 
2. 뮬란 크레딧에서 언급된 ""투루판시공안국"", ""신장위구르자치구위원회선전부"" 및 다른 모든 중국과 중국공산당 단체의 명칭과 관련된 월트 디즈니사의 계약상 요구 사항이나 요청에 대해 설명하십시오.
 
3. 월트 디즈니사의 임원들과 고위 간부들은 뮬란 촬영과 동시에 발생한 중국과 중국공산당이 신장위구르자치구에서 위구르인들과 다른 무슬림 소수민족들을 상대로 대규모 감시와 구금 작전을 벌이고 있다는 보도를 어느 정도 인지하고 있었는지 설명하십시오. 만약 그들이 몰랐다면, 월트 디즈니사는 임원들과 고위 간부들이 향후 공개적으로 보도된 '대규모 감시'와 '구금'에 대한 것을 어떻게 알릴 것인가?
 
4. 제작 디자이너 그랜트 메이저에 따르면, 촬영이 시작되기 전 몇 달간 이 로케이션에 대한 조사가 이루어졌다고 하는데, 영화 제작진은 신장위구르자치구에서 위구르인들을 비롯한 무슬림 소수민족에 대해 벌어지는 '대규모 감시'와 '구금'을 어느 정도 인지하고 있었는지 설명하십시오. 왜 월트 디즈니사는 제 2차 세계대전 이후 민족-종교적 소수민족의 가장 큰 수용소라고 불리는 신장위구르자치구에 대한 유일한 접근권을 대중들에게 알리지 않기로 결정 했는지 설명하십시오.
 
5. 월트 디즈니사는 신장위구르자치구에서 중국과 중국 공산당이 저지른 끔찍한 인권유린에 대한 보도가 널리 알려지고 신뢰할 수 있었음에도, 뮬란의 촬영을 그곳에서 추진한 까닭이 무엇인지, 그리고 중국 또는 신장위구르자치구 내에서의 촬영이 중국 시장에 대한 접근권을 보장받는 것과 관련이 있는지 설명하십시오.
 
6. 월트 디즈니사가 신장위구르자치구에서 촬영하는 동안 신장 생산 건설 병단과의 협력, 위구르나 다른 소수 민족 노동력의 사용 등에서 강제 노동력이 사용되지 않도록 방지하기 위해 디즈니가 수행한 실제 조사 과정을 포함하여, 현지 노동력을 사용한 것에 대해 설명하십시오.
 
7. 앞에서 언급한 '실제 조사'를 담당한 월트 디즈니사의 유닛 및 자회사와 그러한 조사를 수행하기로 계약한 모든 회사를 밝혀주십시오.
 
8. 뮬란을 신장위구르자치구에서 촬영하기로 결정하는 의사 과정에 있어 중국에 기반을 둔 월트 디즈니사 또는 그 자회사 월트 디즈니사(중국) 리미티드의 임원 및 경연진의 역할에 대해 설명하십시오.
 
9. 월트 디즈니사 또는 뮬란 촬영에 관련된 자회사가 중국이나 중국 공산당 당국으로부터 중국인 직원을 위한 공산당 위원회나 지부를 설립하도록 요청받았는지, 그렇다면 그 위원회나 지부가 신장에서 촬영하기로 한 회사의 결정에 역할을 한 것이 있는지 확답해주십시오.
 
10. 월트 디즈니사가 지역 및 관련 프로젝트들을 포함하여 중국에서 예정하고 있는 모든 영화 제작 계획에 대해 설명하십시오.
 
11. 월트 디즈니사는 인권을 탄압하는 것으로 알려진 단체들과의 협력 정책을 갖고 있습니까? 만약 그렇다면 알려주십시오. 만약 그렇지 않다면, 왜 아닌지 설명해주십시오.
 
월트 디즈니사의 웹사이트에는 다음과 같은 글이 적혀 있습니다. ""우리는 사회적 책임이 장기적인 투자라고 믿는다. 그것은 시장에서의 우리의 운영력과 경쟁력을 강화하고, 리스크 관리를 향상시키며, 우수한 직원들을 끌어들이고 참여시키고, 우리의 명성을 유지하도록 한다."" 우리는 여러분이 중국에서의 활동에서 이러한 약속을 어떻게 이행했는지 충분히 이해하고자 노력하고 있습니다.
 
우리는 이러한 요청에 대한 당신들의 즉각적이고 상세한 답변을 기다립니다."
2020-09-13 18:38:28,"0414 불돗개 🐕","저거 진짜 배우들뿐만아니라"
2020-09-13 18:38:35,"0414 불돗개 🐕","제작 자체에서도 문제가 있었다며"
2020-09-13 18:52:29,"1021 애플하수인📲","웅"
2020-09-13 18:52:32,"1021 애플하수인📲","뮬란의 상징인"
2020-09-13 18:52:35,"1021 애플하수인📲","용을 없앴어.."
2020-09-13 19:05:52,"Mormon Buddhist 🧎🏻‍♀","🤦‍♀️"
2020-09-14 09:36:47,"지윤","....뮬란 개봉일 다가올 수록 보지 말아야할 이유들만 늘어나네"
2020-09-14 10:19:54,"0414 불돗개 🐕","다들 좋은 아침이십니가.."
2020-09-14 10:19:59,"0414 불돗개 🐕","이모티콘"
2020-09-14 10:20:02,"0414 불돗개 🐕","조흔아침!"
2020-09-14 10:21:21,"1021 애플하수인📲","굿뭘닝.."
2020-09-16 09:38:31,"1021 애플하수인📲","올해 아이폰12 안나오나봐"
2020-09-16 09:38:43,"1021 애플하수인📲","오늘 발표한거에 없네"
2020-09-16 09:38:54,"0414 불돗개 🐕","안녕하세요 애플알림이"
2020-09-16 09:39:00,"0414 불돗개 🐕","이모티콘"
2020-09-16 09:39:06,"1021 애플하수인📲","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-16 09:39:14,"1021 애플하수인📲","패드 맥북 워치만 있더라"
2020-09-16 09:39:28,"1021 애플하수인📲","아이폰 11계통 구매자들은 승리했다.."
