Date,User,Message
2020-09-06 11:35:07,"고라니상🦌","그냥 내가 하는 일에서"
2020-09-06 11:35:12,"고라니상🦌","잘된다고는 들어봄"
2020-09-06 11:35:14,"지윤","아 그랬니"
2020-09-06 11:35:16,"고라니상🦌","자수성가한다소"
2020-09-06 11:35:33,"지윤","권세 와 일생을 풍미"
2020-09-06 11:35:38,"지윤","단어 좋구만"
2020-09-06 11:36:45,"고잉섹시호🐏","아 조수빈 했는데"
2020-09-06 11:36:57,"고잉섹시호🐏","염복이 많아 주색에 빠지면 헤어나오기 힘들개"
2020-09-06 11:36:58,"고잉섹시호🐏","존나"
2020-09-06 11:36:59,"고잉섹시호🐏","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-06 11:39:06,"고라니상🦌","ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-06 11:39:12,"고라니상🦌","주색에 빠져버렸네..."
2020-09-06 11:39:57,"고잉섹시호🐏","지윤이 만화본거야??"
2020-09-06 11:40:00,"고잉섹시호🐏","뭘 봣길래"
2020-09-06 11:40:29,"고라니상🦌","상수리나무??"
2020-09-06 11:40:36,"고잉섹시호🐏","톡게시판 '공지': 권세 와 일생을 풍미"
2020-09-06 11:40:43,"고잉섹시호🐏","이렇게 살자 우리.."
2020-09-06 11:40:57,"고잉섹시호🐏","샵검색: #상수리나무 아래 웹툰"
2020-09-06 11:41:06,"고잉섹시호🐏","리디군요"
2020-09-06 11:41:25,"지윤","ㅋㅋㅋ주색ㅋㅋㅋㅋ"
2020-09-06 11:42:02,"지윤","트위터 실검에 리프탄 가슴 떠서"
2020-09-06 11:42:06,"지윤","웹툰 보다가"
2020-09-06 11:42:13,"지윤","소설 30화 무료래서 봤는데"
2020-09-06 11:42:20,"지윤","그길로 다 결제하고"
2020-09-06 11:43:10,"지윤","왜 미완작이에요?"
2020-09-06 11:43:22,"지윤","웹툰으로 나왔길래 아묻따 완결작인줄"
2020-09-06 11:43:27,"고라니상🦌","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-06 11:43:37,"고라니상🦌","리디.."
2020-09-06 11:43:44,"고라니상🦌","깔면"
2020-09-06 11:43:50,"지윤","1부 초반에 진짜 빻음 + 씬 많음 인데"
2020-09-06 11:43:52,"고라니상🦌","틱톡처럼 답 없을 거 같아서"
2020-09-06 11:43:55,"지윤","Eww 하다가"
2020-09-06 11:43:59,"지윤","정신차려보니까"
2020-09-06 11:44:03,"고라니상🦌","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-06 11:44:23,"고라니상🦌","떡볶이"
2020-09-06 11:44:26,"지윤","사진"
2020-09-06 11:44:29,"고라니상🦌","동네 떡볶이 같은 거"
2020-09-06 11:44:31,"지윤","다 결제하고 만거에요"
2020-09-06 11:44:32,"고라니상🦌","먹고싳ㅁ"
2020-09-06 11:44:38,"지윤","나도"
2020-09-06 11:44:40,"고라니상🦌","344화???!!?"
2020-09-06 11:44:47,"고라니상🦌","오졌네"
2020-09-06 11:45:02,"지윤","다희네 간개 금요일인가?"
2020-09-06 11:45:04,"지윤","맞네"
2020-09-06 11:45:11,"지윤","목요일날 새벽부터 읽었으니까"
2020-09-06 11:46:03,"고라니상🦌","ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-06 11:46:21,"고라니상🦌","다음 쓰리오프에"
2020-09-06 11:46:26,"고라니상🦌","읽어보도록"
2020-09-06 11:46:28,"고라니상🦌","하지.."
2020-09-06 11:46:28,"지윤","남주랑 여주 걍 안맞아서 존나싸움"
2020-09-06 11:46:31,"고라니상🦌","원 옾에는"
2020-09-06 11:46:34,"고라니상🦌","불가능"
2020-09-06 11:46:36,"지윤","어디에서 하차하는지 알려줘"
2020-09-06 11:46:43,"지윤","남주가 존나 네취향은 아니다"
2020-09-06 11:46:45,"지윤","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-06 11:46:47,"고라니상🦌","아.."
2020-09-06 11:46:50,"고라니상🦌","나 요즘"
2020-09-06 11:47:45,"고라니상🦌","빻아도 먹어"
2020-09-06 11:47:47,"지윤","근데 여주 성장물이라 처음에 씬 보고 들어온 독자들이 죄다 여주 맘 자청하고 나섭니다"
2020-09-06 11:47:49,"지윤","헐 다희"
2020-09-06 11:47:52,"지윤","많이 내려왔어?"
2020-09-06 11:47:55,"지윤","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-06 11:48:03,"고잉섹시호🐏","다희가 내려와봤자..."
2020-09-06 11:48:07,"지윤","유진"
2020-09-06 11:48:11,"지윤","우리 한창 읽을때"
2020-09-06 11:48:19,"지윤","서로 떠먹여준 작품들 기억해?"
2020-09-06 11:48:21,"지윤","ㅋㅋㅋㅋㅋㅋㅋ"
2020-09-06 11:48:22,"고잉섹시호🐏","어휴어휴...."
2020-09-06 11:48:28,"고잉섹시호🐏","저그래서 아직도"
2020-09-06 11:48:32,"고잉섹시호🐏","카카패 못 들어가요"
2020-09-06 11:48:33,"지윤","트위터에서 말 못하는 작품들"
2020-09-06 11:48:35,"고잉섹시호🐏","보관함만 봐도"
2020-09-06 11:48:36,"지윤","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-06 11:48:37,"고잉섹시호🐏","개빻아서"
2020-09-06 11:48:38,"고잉섹시호🐏","시발"
2020-09-06 11:48:39,"지윤","ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-06 11:48:45,"고잉섹시호🐏","감작깜짝 놀라잖아"
2020-09-06 11:48:59,"지윤","리디는 구매면 소장인가?"
2020-09-06 11:49:03,"고잉섹시호🐏","가끔 인생 개쓰레기처럼 사는 것 같이 느껴질 때"
2020-09-06 11:49:06,"고잉섹시호🐏","카카페 보관함 보면"
2020-09-06 11:49:07,"지윤","결제 첨해봐서"
2020-09-06 11:49:13,"고잉섹시호🐏","그래 아직 이만큼 내려오진 않았다"
2020-09-06 11:49:14,"고잉섹시호🐏","안심해"
2020-09-06 11:49:16,"지윤","내꺼 기한 없는것 같은데 읽을거면 내껄로봐"
2020-09-06 11:49:17,"고라니상🦌","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ"
2020-09-06 11:49:19,"지윤","ㅋㅋㅋㅋㅋㅋ임윸ㅋㅋ"
2020-09-06 11:49:20,"지윤","ㅋㅋㅋㅋㅋㅋ"
2020-09-06 11:49:21,"고라니상🦌","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-06 11:49:23,"지윤","추야츠야보다"
2020-09-06 11:49:29,"지윤","더 다녀옴?"
2020-09-06 11:49:35,"고잉섹시호🐏","츠야츠야는 카카페에 없어서 망정이지"
2020-09-06 11:49:38,"지윤","거기 거진 심연 아니냐"
2020-09-06 11:49:41,"고잉섹시호🐏","어우 거긴"
2020-09-06 11:49:43,"지윤","그거 카카페에 있었으면"
2020-09-06 11:49:43,"고잉섹시호🐏","거긴..."
2020-09-06 11:49:47,"지윤","보관함보고"
2020-09-06 11:49:55,"고잉섹시호🐏","아니 아예 보관함을 못 들어가"
2020-09-06 11:49:56,"고잉섹시호🐏","그건"
2020-09-06 11:50:00,"지윤","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-06 11:50:04,"지윤","보고 기록 삭제해야함"
2020-09-06 11:50:05,"지윤","ㅋㅋㅋㅋㅋㅋ"
2020-09-06 11:50:26,"고잉섹시호🐏","그래도 가끔 카야는 보러 들어가"
2020-09-06 11:50:30,"지윤","카야 좋죠"
2020-09-06 11:50:33,"지윤","요새도 연재하니?"
2020-09-06 11:50:33,"고잉섹시호🐏","근데 카야 찾다가 개빻은 과거를 보며"
2020-09-06 11:50:38,"지윤","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-06 11:50:39,"고잉섹시호🐏","카야 못 보고 다시 나와"
2020-09-06 11:50:40,"고잉섹시호🐏","미친"
2020-09-06 11:51:08,"지윤","사진"
2020-09-06 11:51:12,"지윤","리디에도 있네 ㅎㅎ"
2020-09-06 11:51:27,"지윤","저거 결국 마녀코믹스에서 다 질렀죠"
2020-09-06 11:52:57,"고라니상🦌","나는 빻아도"
2020-09-06 11:53:08,"고라니상🦌","한드 취향으로 좋아하는거 같아.."
2020-09-06 11:53:10,"고라니상🦌","시발"
2020-09-06 11:53:21,"지윤","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-09-06 11:53:29,"지윤","ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 마지막으로 본거 뭐에요"
2020-09-06 11:53:30,"고라니상🦌","페북에 가끔 태양의 후예랑 도깨비 같은 거"
2020-09-06 11:53:34,"고라니상🦌","올려주는데"
